task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
46	43/3f3865	31805	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	COMPLETED	0	2023-10-23 16:57:21.404	1.7s	0ms	110.3%	3 MB	5.4 MB	110.7 KB	4.9 KB
48	62/9a5cf2	32026	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2023-10-23 16:57:23.137	2s	0ms	131.7%	6.6 MB	220.9 MB	4.7 MB	5.4 KB
51	39/1dc7e3	32248	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	COMPLETED	0	2023-10-23 16:57:25.092	2.9s	2s	141.6%	6.6 MB	220.9 MB	32.6 MB	5.4 KB
45	69/fc412f	32527	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-23 16:57:28.036	2.7s	1s	119.5%	7.7 MB	222.2 MB	5.2 MB	138.8 KB
47	f9/8b53ec	32756	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-23 16:57:30.711	3s	1s	117.1%	7.7 MB	222.2 MB	4.7 MB	104.7 KB
42	15/e69221	33035	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-23 16:57:33.713	3.6s	2s	116.8%	7.8 MB	222.2 MB	7.3 MB	104.4 KB
49	9d/bac2bc	33314	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-23 16:57:37.295	11.1s	9s	116.5%	7.9 MB	222.2 MB	32.6 MB	99 KB
39	07/53aee3	33973	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-23 16:57:48.362	2.5s	1s	122.7%	7.4 MB	222.3 MB	7.5 MB	94.2 KB
52	b1/972c79	34241	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (SRR13500958)	COMPLETED	0	2023-10-23 16:57:50.897	4s	3s	98.8%	9.6 MB	15.8 MB	5.2 MB	5.1 MB
53	89/4663b0	34570	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5405022)	COMPLETED	0	2023-10-23 16:57:54.883	9.7s	8s	99.6%	11.5 MB	17.6 MB	7.5 MB	7.4 MB
54	12/ef739c	35173	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5556343)	COMPLETED	0	2023-10-23 16:58:04.551	6.9s	5s	99.4%	12.7 MB	18.7 MB	7.3 MB	7.3 MB
55	8c/3734ad	35715	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5743893)	COMPLETED	0	2023-10-23 16:58:11.483	5.4s	4s	99.7%	10.7 MB	17 MB	4.7 MB	4.6 MB
56	8b/f0e300	36147	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5181310)	COMPLETED	0	2023-10-23 16:58:16.909	24.4s	23s	99.8%	28.9 MB	34.6 MB	32.6 MB	32.9 MB
57	a2/e4a804	37062	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR13500958)	COMPLETED	0	2023-10-23 16:58:41.315	2s	0ms	476.0%	23.6 MB	5.1 GB	5.2 MB	5.1 MB
58	ae/01fbb2	37345	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-23 16:58:43.322	2.3s	0ms	508.5%	28.8 MB	5 GB	7.5 MB	7.4 MB
59	5e/4b1a77	37584	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-23 16:58:45.627	2.6s	1s	509.7%	27.7 MB	5.1 GB	7.4 MB	7.2 MB
60	55/6403c7	37824	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-23 16:58:48.219	2.2s	0ms	487.4%	27.1 MB	5 GB	4.7 MB	4.6 MB
61	39/584e23	38064	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-23 16:58:50.406	6s	4s	520.0%	742.5 MB	5.6 GB	33 MB	32.8 MB
63	85/aecc47	38521	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR13500958)	COMPLETED	0	2023-10-23 16:58:56.388	1.8s	0ms	121.3%	6.5 MB	220.9 MB	5.2 MB	5 KB
62	da/8b6f14	38788	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (SRR13500958)	COMPLETED	0	2023-10-23 16:58:58.240	19.1s	17s	118.1%	77.9 MB	117.9 MB	55.7 MB	50.4 MB
65	e2/5bf34b	39932	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5405022)	COMPLETED	0	2023-10-23 16:59:17.367	1.8s	0ms	132.9%	6.6 MB	220.9 MB	7.5 MB	5 KB
64	ea/a14ff2	40196	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5405022)	COMPLETED	0	2023-10-23 16:59:19.214	19.3s	17s	121.5%	78.8 MB	119.3 MB	59.9 MB	52.3 MB
67	fe/ed310f	41336	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5556343)	COMPLETED	0	2023-10-23 16:59:38.503	2s	0ms	142.9%	6.6 MB	220.9 MB	7.3 MB	5 KB
66	2b/a1c6a7	41601	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5556343)	COMPLETED	0	2023-10-23 16:59:40.507	25.4s	24s	127.9%	151.6 MB	224.7 MB	113.3 MB	105.9 MB
68	24/c1b02e	42820	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5743893)	COMPLETED	0	2023-10-23 17:00:05.884	1.9s	0ms	125.9%	6.6 MB	220.9 MB	4.7 MB	5 KB
69	89/4e561a	43085	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5743893)	COMPLETED	0	2023-10-23 17:00:07.754	21s	19s	119.9%	85.4 MB	124.8 MB	71.9 MB	67.2 MB
70	5e/8e55c7	44224	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5181310)	COMPLETED	0	2023-10-23 17:00:28.765	2.9s	1s	145.6%	6.5 MB	220.9 MB	32.9 MB	5 KB
71	08/974773	44548	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5181310)	COMPLETED	0	2023-10-23 17:00:31.706	1m 22s	1m 20s	164.2%	557.4 MB	821.8 MB	558.7 MB	525.7 MB
73	59/d815da	46665	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (SRR13500958)	COMPLETED	0	2023-10-23 17:01:53.500	2s	0ms	330.0%	6.2 MB	14.7 MB	5.3 MB	221.3 KB
74	53/2fd0a1	46939	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (SRR13500958)	COMPLETED	0	2023-10-23 17:01:55.537	1.7s	0ms	347.5%	5.8 MB	14.1 MB	5.3 MB	150 KB
72	d7/0e18b7	47162	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SRR13500958)	COMPLETED	0	2023-10-23 17:01:57.230	13.7s	10s	315.4%	334.1 MB	10.9 GB	58.4 MB	886.8 KB
75	50/8a2033	48717	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (SRR13500958)	COMPLETED	0	2023-10-23 17:02:10.905	3.4s	2s	155.5%	60.5 MB	2.1 GB	10.5 MB	4.4 KB
76	1c/a43d27	49052	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5405022)	COMPLETED	0	2023-10-23 17:02:14.270	1.8s	0ms	335.6%	5.5 MB	14.1 MB	7.6 MB	295.4 KB
77	2c/308388	49279	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5405022)	COMPLETED	0	2023-10-23 17:02:16.138	1.8s	1s	322.2%	6 MB	14.7 MB	7.7 MB	405.5 KB
78	1b/8bd135	49505	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5405022)	COMPLETED	0	2023-10-23 17:02:17.935	12.8s	9s	312.9%	361.3 MB	11 GB	60.6 MB	843.8 KB
79	78/f6d088	51057	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5405022)	COMPLETED	0	2023-10-23 17:02:30.744	2.6s	1s	245.0%	10.9 MB	16 MB	10.5 MB	6.2 KB
81	4f/621e17	51339	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5556343)	COMPLETED	0	2023-10-23 17:02:33.312	1.8s	0ms	370.6%	6.4 MB	14.6 MB	7.4 MB	182.8 KB
82	53/e4e600	51565	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5556343)	COMPLETED	0	2023-10-23 17:02:35.138	1.8s	1s	373.8%	6 MB	14.1 MB	7.4 MB	113.4 KB
80	8f/c2fdb7	51788	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5556343)	COMPLETED	0	2023-10-23 17:02:36.924	14.9s	12s	291.8%	427.5 MB	11 GB	60.5 MB	854.3 KB
83	5b/ec3f60	53477	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5556343)	COMPLETED	0	2023-10-23 17:02:51.814	2.5s	1s	248.6%	10.5 MB	16 MB	10.5 MB	6 KB
85	7e/0179a0	53757	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5743893)	COMPLETED	0	2023-10-23 17:02:54.281	1.8s	0ms	346.5%	6.3 MB	14.7 MB	4.7 MB	165.7 KB
84	0d/84e8be	53982	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5743893)	COMPLETED	0	2023-10-23 17:02:56.069	1.8s	1s	336.5%	6.1 MB	14.1 MB	4.7 MB	105.3 KB
86	38/aea938	54207	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5743893)	COMPLETED	0	2023-10-23 17:02:57.923	12.4s	9s	321.8%	397.6 MB	11 GB	57.8 MB	852.5 KB
87	d2/129873	55788	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5743893)	COMPLETED	0	2023-10-23 17:03:10.289	2.6s	0ms	256.3%	10.7 MB	16 MB	10.5 MB	5.2 KB
89	2c/914957	56068	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5181310)	COMPLETED	0	2023-10-23 17:03:12.862	2.5s	1s	441.1%	5.8 MB	14.1 MB	32.9 MB	199.4 KB
88	e6/f8f6ff	56292	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5181310)	COMPLETED	0	2023-10-23 17:03:15.350	2.6s	1s	422.1%	5.8 MB	14.6 MB	32.9 MB	342 KB
92	ae/4ac46f	56521	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	COMPLETED	0	2023-10-23 17:03:17.936	1.8s	0ms	112.3%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
91	9f/47dab7	56743	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	COMPLETED	0	2023-10-23 17:03:19.705	1.9s	0ms	110.3%	3.2 MB	5.4 MB	110.7 KB	4.9 KB
94	d5/f871e6	57018	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5556343)	COMPLETED	0	2023-10-23 17:03:21.560	1.7s	0ms	98.5%	3.2 MB	5.4 MB	110.7 KB	4.9 KB
96	c6/250b4c	57237	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	COMPLETED	0	2023-10-23 17:03:23.256	1.8s	0ms	116.4%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
101	8b/293342	57483	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	COMPLETED	0	2023-10-23 17:03:25.024	1.9s	1s	125.3%	6.5 MB	220.9 MB	5.2 MB	5.4 KB
98	12/ec10a3	57707	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5181310)	COMPLETED	0	2023-10-23 17:03:26.955	1.8s	0ms	108.5%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
103	c5/d1a87a	57929	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	COMPLETED	0	2023-10-23 17:03:28.719	2s	0ms	129.5%	6.7 MB	220.9 MB	7.3 MB	5.4 KB
102	8c/f65f7a	58151	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	COMPLETED	0	2023-10-23 17:03:30.708	1.9s	0ms	133.8%	6.6 MB	220.9 MB	7.5 MB	5.4 KB
104	53/1060a5	58374	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2023-10-23 17:03:32.566	1.8s	0ms	132.1%	6.6 MB	220.9 MB	4.7 MB	5.4 KB
105	93/588028	58596	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	COMPLETED	0	2023-10-23 17:03:34.370	2.9s	1s	137.2%	6.6 MB	220.9 MB	32.9 MB	5.4 KB
100	25/9847ea	58873	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-23 17:03:37.253	10.9s	9s	116.9%	7.7 MB	222.3 MB	32.9 MB	98.7 KB
90	43/f0e8f2	59530	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5181310)	COMPLETED	0	2023-10-23 17:03:48.208	31.3s	28s	179.4%	377.4 MB	11 GB	86 MB	857.6 KB
95	e5/02ac4d	61399	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-23 17:04:19.511	2.6s	1s	120.0%	7.6 MB	222.2 MB	7.5 MB	94.2 KB
99	ce/0760f9	61667	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-23 17:04:22.105	3s	2s	117.5%	7.8 MB	222.2 MB	4.7 MB	104 KB
97	0f/6d3bf2	61945	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-23 17:04:25.135	3.5s	2s	117.3%	7.9 MB	222.2 MB	7.3 MB	104.1 KB
93	55/328f98	62222	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-23 17:04:28.618	2.6s	1s	118.9%	7.9 MB	222.2 MB	5.2 MB	138.4 KB
106	fb/30254a	62448	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5181310)	COMPLETED	0	2023-10-23 17:04:31.237	2.5s	0ms	252.4%	10.7 MB	15.7 MB	10.5 MB	6 KB
107	8f/d42913	62687	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (SRR13500958)	COMPLETED	0	2023-10-23 17:04:33.718	2s	0ms	805.4%	4.2 MB	51.4 MB	89.4 KB	4.3 KB
108	74/e5cef0	62936	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-23 17:04:35.697	1.8s	0ms	944.7%	3 MB	5.4 MB	92.4 KB	5.8 KB
109	d6/c75c8a	63187	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-23 17:04:37.530	1.8s	0ms	897.3%	25.9 MB	2.7 GB	92.1 KB	5.6 KB
110	23/688c6e	63436	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-23 17:04:39.285	1.8s	0ms	954.4%	22.3 MB	2.7 GB	90.7 KB	4.9 KB
111	a1/0b880f	63689	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_GENOME	COMPLETED	0	2023-10-23 17:04:41.044	9.4s	7s	111.8%	332.7 MB	2.4 GB	24.9 MB	129.8 KB
112	d1/8717d1	64298	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_AMPLICON	COMPLETED	0	2023-10-23 17:04:50.448	10.8s	8s	135.9%	346.6 MB	2.6 GB	24.9 MB	244.3 KB
113	05/42a790	65016	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-23 17:05:01.286	2s	0ms	879.0%	15.3 MB	2.7 GB	92.1 KB	5.7 KB
115	cb/1c351c	65306	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-23 17:05:03.244	1.8s	0ms	77.1%	3.1 MB	5.4 MB	72.8 KB	3.1 KB
114	70/f4f711	65529	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (SRR13500958)	COMPLETED	0	2023-10-23 17:05:05.025	1.8s	1s	988.7%	3.1 MB	5.4 MB	85.2 KB	1.6 KB
116	76/092e65	65779	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (SRR13500958)	COMPLETED	0	2023-10-23 17:05:06.841	5.7s	4s	125.2%	129.8 MB	10.1 GB	19.5 MB	106.1 KB
119	9e/7465a6	66290	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-23 17:05:12.523	1.8s	0ms	88.9%	3.2 MB	5.4 MB	73.1 KB	3.1 KB
118	a2/20f41d	66551	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5405022)	COMPLETED	0	2023-10-23 17:05:14.278	1.8s	0ms	973.3%	3.1 MB	5.4 MB	85.7 KB	1.9 KB
117	8e/760748	66798	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5405022)	COMPLETED	0	2023-10-23 17:05:16.063	5.8s	4s	131.9%	123.1 MB	10 GB	19.5 MB	206.5 KB
121	1d/a554ef	67311	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5556343)	COMPLETED	0	2023-10-23 17:05:21.858	1.8s	0ms	979.7%	20.6 MB	2 GB	85.6 KB	1.8 KB
120	33/69f817	67602	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-23 17:05:23.613	1.7s	0ms	104.3%	3.1 MB	5.4 MB	73 KB	3.1 KB
122	b2/545b62	67823	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5556343)	COMPLETED	0	2023-10-23 17:05:25.352	5.8s	4s	145.2%	135.3 MB	10.1 GB	19.5 MB	168.2 KB
124	a4/bd485c	68332	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5743893)	COMPLETED	0	2023-10-23 17:05:31.176	1.9s	0ms	928.6%	3.1 MB	5.4 MB	85.4 KB	1.7 KB
125	ef/34bdb0	68625	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-23 17:05:33.054	1.8s	0ms	96.0%	3.1 MB	5.4 MB	72.9 KB	3.1 KB
123	15/012554	68848	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5743893)	COMPLETED	0	2023-10-23 17:05:34.884	5.7s	4s	127.1%	131 MB	10.1 GB	19.5 MB	146.5 KB
126	81/021be4	69356	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5181310)	COMPLETED	0	2023-10-23 17:05:40.612	1.9s	0ms	818.6%	25.6 MB	2 GB	85.9 KB	2 KB
128	49/41badc	69648	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-23 17:05:42.536	1.7s	0ms	96.0%	3.1 MB	5.4 MB	73.2 KB	3.1 KB
127	04/e9fedb	69872	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5181310)	COMPLETED	0	2023-10-23 17:05:44.257	5.7s	4s	134.7%	129.7 MB	10 GB	19.5 MB	178.1 KB
129	c2/607632	70378	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-23 17:05:49.949	1.9s	0ms	408.5%	3.1 MB	5.4 MB	85.1 KB	3.4 KB
130	b5/de0234	70672	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (SRR13500958)	COMPLETED	0	2023-10-23 17:05:51.827	1.8s	0ms	266.7%	3.1 MB	5.4 MB	85.2 KB	1.5 KB
131	19/c3b6e2	70926	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-23 17:05:53.587	1.6s	0ms	123.1%	3.1 MB	5.4 MB	72.9 KB	3.1 KB
132	b8/486cd0	71145	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (SRR13500958)	COMPLETED	0	2023-10-23 17:05:55.239	4.7s	3s	150.7%	10.9 MB	23.1 MB	57.1 MB	51.2 MB
133	ec/c2d760	71641	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SRR13500958)	COMPLETED	0	2023-10-23 17:05:59.968	1.7s	0ms	81.4%	3.2 MB	5.4 MB	88.8 KB	5.8 KB
135	76/20f0d1	71859	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-23 17:06:01.680	1.6s	0ms	228.6%	3.1 MB	5.4 MB	85.6 KB	3.8 KB
134	96/78523e	72109	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5405022)	COMPLETED	0	2023-10-23 17:06:03.302	1.8s	0ms	350.0%	3.1 MB	5.4 MB	85.7 KB	2.1 KB
136	b6/a657df	72359	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-23 17:06:05.083	1.8s	0ms	98.0%	3.1 MB	5.4 MB	73.1 KB	3.1 KB
